2.48874647135, -5.9267566949, 12.1728847181
1.64719615473, -5.47359235485, 11.7007725108
0.935117303769, -5.15037618285, 11.2985911077
0.326567955107, -4.9426946565, 10.949133286
-0.200358306054, -4.83758504318, 10.6410151415
-0.664080979766, -4.82398936076, 10.3669472412
-1.08007181787, -4.89284721667, 10.1225305105
-1.46134935775, -5.03700825421, 9.90544262747
-1.81891524739, -5.25106286962, 9.71490577851
-2.16213000961, -5.53114260772, 9.5513540076
-2.49903126942, -5.87471489301, 9.41624172826
-2.83659963178, -6.28038167432, 9.31195291101
-3.18097783604, -6.74768293249, 9.24178345016
-3.53764834568, -7.27690081405, 9.20997819002
-3.91157359252, -7.86885670163, 9.22180993288
-4.30730190343, -8.52469085843, 9.28369112212
-4.72904079893, -9.24561187839, 9.40331019713
-5.18069790688, -10.0326008076, 9.58978401638
-5.66588819695, -10.8860524737, 9.85381518266
-6.18790462463, -11.8053344927, 10.20783834
-6.74964761143, -12.788243142, 10.6661321566
-7.35350716449, -13.8303357074, 11.2448633136
-8.00119001878, -14.924122527, 11.962015019
-8.6934832696, -16.0581109552, 12.8371353538
-9.42994603816, -17.2157109469, 13.8908209337
-10.208522529, -18.3740418098, 15.1438312945
-11.0250744571, -19.5027262704, 16.615713991
-11.8728396384, -20.5628250166, 18.322818377
-12.7418381762, -21.506153022, 20.2756011263
-13.6182696608, -22.2753218964, 22.4751976456
-14.4839748844, -22.8049511602, 24.9093724454
-15.316072512, -23.0245473674, 27.548185912
-16.0869199975, -22.8635020671, 30.3400239913
-16.7645782045, -22.258429259, 33.208989971
-17.3139633099, -21.1625797691, 36.0549486854
-17.6988249558, -19.5563231114, 38.7575646837
-17.8845747714, -17.4567973374, 41.1852690208
-17.841797028, -14.9241000672, 43.2090691527
-17.5500273319, -12.0612878184, 44.7195549509
-17.0011533806, -9.00638847657, 45.6437927942
-16.2016768902, -5.91667631671, 45.9578149053
-15.1731768328, -2.94804240605, 45.690873954
-13.9506633901, -0.23429439368, 44.9197623359
-12.5790264905, 2.12846764016, 43.7545876292
-11.1082770774, 4.0889567151, 42.3200581174
-9.58855369817, 5.63877888128, 40.7373105928
-8.06582044023, 6.80371495836, 39.1103049694
-6.57886690037, 7.63181505797, 37.5185880717
-5.15779870454, 8.18171214743, 36.0160054351
